Date,Stock,Stock_change,Price,Price_change
1/27/2017,1343633,0.001802152,53.13,0.010674823
2/3/2017,1345340,0.000551393,53.34,0.001713195
2/10/2017,1356807,0.003686021,52.88,-0.003761565
2/17/2017,1346060,-0.003453657,53.2,0.002620186
2/24/2017,1346694,0.000204506,54.02,0.006642948
3/3/2017,1344454,-0.000722978,53.57,-0.003632933
3/10/2017,1336547,-0.002561712,50.88,-0.022374544
3/17/2017,1337877,0.000431952,48.5,-0.020805364
3/24/2017,1333887,-0.001297148,47.85,-0.005859796
3/31/2017,1334977,0.000354743,49.31,0.01305306
4/7/2017,1330350,-0.001507869,51.27,0.016928315
4/14/2017,1328548,-0.000588664,53.19,0.015966673
4/21/2017,1335003,0.002104992,51.08,-0.017579102
4/28/2017,1336032,0.000334619,49.34,-0.015051743
5/5/2017,1332286,-0.001219396,47.21,-0.019165145
5/12/2017,1336544,0.001385796,47.06,-0.001382078
5/19/2017,1333099,-0.001120858,49.25,0.019754312
5/26/2017,1327954,-0.001679371,50.45,0.010454936
6/2/2017,1343664,0.00510765,48.5,-0.017119432
6/9/2017,1350468,0.002193616,46.56,-0.017728767
6/16/2017,1348545,-0.000618855,45.29,-0.012010651
6/23/2017,1349383,0.000269791,43.14,-0.02112218
6/30/2017,1335894,-0.004363235,44.67,0.015135812
7/7/2017,1332087,-0.001239409,45.49,0.007899984
7/14/2017,1321814,-0.003362243,45.51,0.000190899
7/21/2017,1312666,-0.003016111,46.42,0.008598301
7/28/2017,1313557,0.000294687,48.35,0.017691342
8/4/2017,1308832,-0.001565018,49.51,0.010296448
8/11/2017,1301666,-0.002384344,49.11,-0.003522992
8/18/2017,1301666,0,47.5,-0.014476325
8/25/2017,1300534,-0.000377851,47.74,0.002188805
9/1/2017,1306989,0.002150222,46.7,-0.009565534
9/8/2017,1308786,0.000596708,48.6,0.017319389
9/15/2017,1302423,-0.002116584,49.08,0.004268285
9/22/2017,1297413,-0.001673812,50.2,0.009799163
9/29/2017,1291108,-0.002115673,51.89,0.014379954
10/6/2017,1289708,-0.000471178,50.21,-0.014293449
10/13/2017,1281177,-0.00288226,51.07,0.007375636
10/20/2017,1269180,-0.004085914,51.71,0.00540868
10/27/2017,1263539,-0.001934569,52.62,0.007576306
11/3/2017,1254436,-0.003140142,54.6,0.016041799
11/10/2017,1257144,0.000936518,57.13,0.019671581
11/17/2017,1257120,-8.29115E-06,55.9,-0.009452416
11/24/2017,1249581,-0.002612323,56.98,0.008310637
12/1/2017,1247038,-0.000884726,57.83,0.006430747
12/8/2017,1244574,-0.000858964,57.02,-0.006125979
12/15/2017,1230309,-0.005006523,57.21,0.001444735
12/22/2017,1221401,-0.00315593,57.91,0.005281617
12/29/2017,1222737,0.000474783,59.97,0.015180484
1/5/2018,1217289,-0.001939357,61.17,0.008604432
1/12/2018,1203488,-0.004951933,63.27,0.014659354
1/19/2018,1200376,-0.001124461,63.86,0.00403108
1/26/2018,1202142,0.000638467,65.04,0.007951618
2/2/2018,1206493,0.001569036,65.21,0.001133668
2/9/2018,1203593,-0.001045153,61.94,-0.022342999
2/16/2018,1195623,-0.002885392,60.42,-0.01079048
2/23/2018,1199259,0.001318725,62.32,0.013446724
3/2/2018,1199334,2.71593E-05,62.16,-0.001116439
3/9/2018,1194701,-0.001680918,61.7,-0.003225842
3/16/2018,1188077,-0.002414639,61.31,-0.002753848
3/23/2018,1186589,-0.00054427,64.16,0.019733039
3/30/2018,1182747,-0.001408463,65.01,0.005715811
4/6/2018,1188756,0.002200867,63.1,-0.012950807
4/13/2018,1178359,-0.003815099,66.04,0.019777705
4/20/2018,1179589,0.000453091,67.58,0.010011123
4/27/2018,1184955,0.001971144,68.14,0.003583942
5/4/2018,1183243,-0.000627914,68.38,0.001526967
5/11/2018,1182615,-0.000230561,70.6,0.013875605
5/18/2018,1189471,0.002510475,71.31,0.004345735
5/25/2018,1191029,0.000568478,70.96,-0.00213683
6/1/2018,1206800,0.005712965,67.13,-0.02409696
6/8/2018,1205098,-0.000612936,65.34,-0.011737517
6/15/2018,1205465,0.00013224,66.21,0.005744458
6/22/2018,1201064,-0.001588456,66.25,0.000262295
6/29/2018,1204580,0.001269498,71.79,0.034878071
7/6/2018,1197383,-0.00260256,73.79,0.011933557
7/13/2018,1203204,0.002106179,71.94,-0.011027077
7/20/2018,1193291,-0.003592902,68.96,-0.018373181
7/27/2018,1203825,0.003816993,68.8,-0.001008815
8/3/2018,1207015,0.001149309,68.8,0
8/10/2018,1224349,0.006192564,67.91,-0.005654708
8/17/2018,1221664,-0.000953455,66.12,-0.011600886
8/24/2018,1219898,-0.000628257,67.64,0.009870754
8/31/2018,1223778,0.001379122,69.39,0.011093289
9/7/2018,1233913,0.003581898,68.78,-0.003834716
9/14/2018,1234518,0.000212887,68.95,0.001072099
9/21/2018,1238955,0.001558106,70.29,0.008359273
9/28/2018,1246585,0.002666364,72.26,0.012004414
10/5/2018,1257958,0.003944245,75.12,0.016857622
10/12/2018,1260579,0.000903927,72.95,-0.012730283
10/19/2018,1252199,-0.002896715,70.24,-0.016440793
10/26/2018,1245372,-0.002374255,67.47,-0.017473793
11/2/2018,1249700,0.001506673,65.07,-0.015729903
11/9/2018,1248058,-0.000571001,61.57,-0.024011653
11/16/2018,1248229,5.94999E-05,56.96,-0.033799173
11/23/2018,1250120,0.000657435,53.97,-0.023417563
11/30/2018,1241438,-0.003026668,51.17,-0.023137001
12/7/2018,1235469,-0.002093182,52.64,0.012300464
12/14/2018,1224926,-0.003722,51.52,-0.009340026
12/21/2018,1222724,-0.000781416,46.96,-0.040247766
12/28/2018,1237084,0.005070753,44.24,-0.02591297
1/4/2019,1250327,0.00462442,46.48,0.021451001
1/11/2019,1254962,0.001606966,50.97,0.040048514
1/18/2019,1261419,0.002228793,52.16,0.010022949
1/25/2019,1256500,-0.001696875,53.16,0.00824739
2/1/2019,1253228,-0.001132403,53.72,0.004551032
2/8/2019,1259376,0.002125323,53.52,-0.001619899
2/15/2019,1256567,-0.000969763,53.88,0.002911482
2/22/2019,1238530,-0.006279119,56.56,0.021081814
3/1/2019,1238107,-0.000148352,56.19,-0.002850369
3/8/2019,1228139,-0.003510656,56.42,0.00177405
3/15/2019,1215646,-0.004440397,57.81,0.010569888
3/22/2019,1215839,6.89446E-05,59.39,0.011710356
3/29/2019,1222839,0.002493211,59.52,0.000949597
4/5/2019,1227037,0.001488377,62.36,0.020243184
4/12/2019,1229596,0.000904783,64.09,0.011884165
4/19/2019,1238616,0.003174244,63.84,-0.001697393
4/26/2019,1251659,0.004549341,65.28,0.009687267
5/3/2019,1249867,-0.000622225,62.95,-0.015784411
5/10/2019,1264667,0.005112385,61.83,-0.007796488
5/17/2019,1281538,0.005755302,62.09,0.001822413
5/24/2019,1280243,-0.000439078,60.81,-0.009046656
5/31/2019,1303043,0.007666338,57.33,-0.025593062
6/7/2019,1312314,0.003079014,53,-0.034106072
6/14/2019,1311841,-0.000156562,52.49,-0.004199297
6/21/2019,1299928,-0.003961902,54.73,0.018148875
6/28/2019,1302493,0.0008561,58.6,0.029672168
7/5/2019,1298926,-0.001190988,57.51,-0.008154248
7/12/2019,1310905,0.00398681,59.27,0.01309156
7/19/2019,1304457,-0.002141452,56.98,-0.017112482
7/26/2019,1294383,-0.003366967,56.22,-0.005831604
8/2/2019,1304775,0.003472826,56.62,0.003079024
8/9/2019,1307338,0.000852258,53.29,-0.026324145
8/16/2019,1311222,0.001288342,55.32,0.016236451
8/23/2019,1299927,-0.003757263,55.55,0.001801892
8/30/2019,1294933,-0.001671666,55.23,-0.00250902
9/6/2019,1291893,-0.001020753,55.62,0.003055941
9/13/2019,1292668,0.000260453,56.19,0.004428048
9/20/2019,1293239,0.000191795,59.31,0.023468892
9/27/2019,1292311,-0.000311752,56.95,-0.017634196
10/4/2019,1283980,-0.002808782,53.12,-0.030235662
10/11/2019,1282157,-0.000617051,53.24,0.00097998
10/18/2019,1273084,-0.003084148,53.49,0.002034551
10/25/2019,1270532,-0.000871452,55.27,0.014216867
11/1/2019,1274794,0.001454403,55.36,0.000706617
11/8/2019,1268828,-0.002037257,56.9,0.011916185
11/15/2019,1263559,-0.001807228,57.05,0.001143382
11/22/2019,1263549,-3.43709E-06,57.14,0.000684587
11/29/2019,1258490,-0.001742319,57.56,0.003180549
12/6/2019,1275651,0.005882105,57.62,0.000452469
12/13/2019,1274640,-0.000344331,59.25,0.012115101
12/20/2019,1264193,-0.003574162,60.75,0.010857928
12/27/2019,1261072,-0.001073498,61.26,0.00363071
1/3/2020,1275734,0.005020247,61.74,0.003389633
1/10/2020,1290164,0.004884789,60.84,-0.00637742
1/17/2020,1288470,-0.000570608,58.24,-0.018967839
1/24/2020,1289749,0.000430889,56.22,-0.015330525
1/31/2020,1289038,-0.00023948,52.73,-0.02783307
2/7/2020,1288042,-0.000335696,50.35,-0.020058296
2/14/2020,1286969,-0.000361939,50.83,0.004120635
2/21/2020,1285009,-0.000661917,52.91,0.017417652
2/28/2020,1273193,-0.004011927,48.38,-0.038871898
3/6/2020,1265513,-0.002627631,45.58,-0.025891543
3/13/2020,1257983,-0.002591839,32.34,-0.149034305
3/20/2020,1260286,0.00079434,24.73,-0.116515899
3/27/2020,1281285,0.00717663,23.19,-0.027923368
4/3/2020,1314332,0.01105934,22.91,-0.005275659
4/10/2020,1341573,0.008909227,24.39,0.027186711
4/17/2020,1367104,0.008187245,20.11,-0.08379973
4/24/2020,1377513,0.003294152,3.92,-0.710126004
5/1/2020,1395429,0.005612038,15.76,0.604270146
5/8/2020,1394885,-0.00016934,23.45,0.172586634
5/15/2020,1399920,0.001564814,26.44,0.052118604
5/22/2020,1414785,0.004587228,33,0.096252489
5/29/2020,1429929,0.004624027,34.09,0.014113061
6/5/2020,1439638,0.002938828,37.3,0.039081831
6/12/2020,1446723,0.002132084,37.87,0.006586473
6/19/2020,1450655,0.001178753,38.41,0.006149002
6/26/2020,1451779,0.000336371,39.21,0.008952535
7/3/2020,1461620,0.002933967,39.86,0.007140452
7/10/2020,1452344,-0.002764982,40.46,0.006488584
7/17/2020,1461159,0.002627983,40.59,0.001393173
7/24/2020,1454680,-0.00193001,41.41,0.008686179
7/31/2020,1452571,-0.000630098,40.82,-0.00623223
8/7/2020,1446420,-0.001842951,41.61,0.008324715
8/14/2020,1443809,-0.000784674,42.09,0.00498121
8/21/2020,1436037,-0.002344115,42.73,0.006553967
8/28/2020,1428283,-0.002351363,43.07,0.003441979
9/4/2020,1424862,-0.001041463,41.6,-0.015081541
9/11/2020,1429163,0.00130896,37.36,-0.046686463
9/18/2020,1421684,-0.002278688,39.56,0.024849415
9/25/2020,1421111,-0.000175075,39.88,0.003498867
10/2/2020,1419134,-0.000604596,39.18,-0.007690718
10/9/2020,1402338,-0.005170703,40.33,0.01256379
10/16/2020,1395103,-0.00224643,40.5,0.001826801
10/23/2020,1391224,-0.001209212,40.56,0.000642923
10/30/2020,1376547,-0.004606017,37.5,-0.034066679
11/6/2020,1365069,-0.00363644,37.91,0.004722517
11/13/2020,1354914,-0.003242874,40.87,0.032650853
11/20/2020,1353844,-0.000343106,41.7,0.008731417
